job_title,company_name,job_location,job_salary,job_description,job_posted,posted_website,job_link
Data Scientist Intern,Guavus,"Montréal, QC",,Algorithmic understanding of standard machine learning methods. Implement ETL & machine learning algorithms and benchmark their performances.,,SimplyHired,https://www.workopolis.com/job/5zdiNzVKuaa4it6VHo1iQBvpHDVjQXbKVaIFlgHCNLmoRejvTRjqsA?q=machine+learning
Anaesthesia Assistant (IPP),Toronto East Health Network,"York, ON",,Demonstrated commitment to continuous learning. Management and troubleshooting of various types of anaesthesia gas machines.,,SimplyHired,https://www.workopolis.com/job/Q70DCJL-9m1rt3V9izMQmaGUi6TWd9rU9mia-JiZk5dC0Qrj74CiVw?q=machine+learning
Industrial PLC Programmer,CUBE AUTOMATION,"Tracadie, PE",,"The Industrial Programmer designs and programs the solutions that our customers depend on, in addition to be the link between the machines and the users.",,SimplyHired,https://www.workopolis.com/job/jNuWXEIgeWQQI5QAPbo9E4TeBiVvPKD7AYNKLJK9DpuC6EkSd8KmPA?q=machine+learning
Big Data HBase Engineer,Capgemini,"Vancouver, BC",,The software platform leverages Machine Learning and Artificial Intelligence to make sure the right people end up in the right job.,,SimplyHired,https://www.workopolis.com/job/7tWeGkjTslPQr8XPyI-ze5PNez5ryTNrCEoM-Z1jZQCeofsE5u_uIA?q=machine+learning
Senior Data Scientist,Accenture,"Toronto, ON",,"We’re also the world’s largest team of data scientists, data engineers, and experts in machine learning and AI. Job Description – Senior Data Scientist.",,SimplyHired,https://www.workopolis.com/job/7b5_u62WIP5HusxNrOrHCJw2a37FfPoHE4BQrbA1WO2PlUdHqEFqcQ?q=machine+learning
"Kubernetes Architect, DevOps",Geotab,"Oakville, ON",,"Online learning and networking opportunities. Processing billions of data points a day, Geotab leverages data analytics and machine learning to improve…",,SimplyHired,https://www.workopolis.com/job/-3icSu52icMRy1iHyI_-fsxvog58xBf5KJmBPhQnQtfNw6FadyZ44A?q=machine+learning
Postdoctoral fellow on clinical applications of vascular neuroimaging (100520),Sunnybrook Health Sciences Centre,"Toronto, ON",,Experience with multivariate methods and/or machine learning (e.g. The research will involve multivariate analysis and novel applications of deep learning with…,,SimplyHired,https://www.workopolis.com/job/MOYDKc5vyZ2gqxeVMOehpQVJzJfqFmldBDaXs9VFIQUdD0UcXf-tAQ?q=machine+learning
Dishwasher,V!VA Retirement Communities,"Carleton Place, ON",,"Load, run and unload dish machine. You are committed to nurturing careers, fostering learning and having fun. You are an energetic, motivated leader who is able…",9d,SimplyHired,https://www.workopolis.com/job/6dRFN96v8WcTlKUcpMUG8OKkgXuJCOXJEUG-hJ2CJmP-4lvjJgkV0w?q=machine+learning
Programmer,Magna International Inc.,"Brampton, ON",,"Prepare machine logbooks and required reports (ShiftWorx logs) on daily basis. Perform job set-up, tool-setup and quality checks on milling machines as per LMS…",,SimplyHired,https://www.workopolis.com/job/UnowqhF-oclEIh5eQ5oTVnjzA_j4JKvNARHsMBL8YX0nQmLOKHsKsQ?q=machine+learning
Robotics/Computer Vision Engineer,Brizi,"Toronto, ON",,"PhD or Masters graduate with 2+ years of practical work experience in Robotics, Computer Vision, Machine Learning, or a related field.",,SimplyHired,https://www.workopolis.com/job/sHLxKcQdT0fCABUUtRrrjFU7cYnLYrsZP_UiHJjWJd9WkPY0Wib_ww?q=machine+learning
AI Architect,SOTI Inc.,"Mississauga, ON",,"5 + years of experience in building machine learning models. Working knowledge of Machine Learning, techniques, algorithms, natural language processing.",,SimplyHired,https://www.workopolis.com/job/2hy4ecPUijOaSXkPVloE7vNoLiQR4xW-J3Q4h1Prz1F2qn8b4UXKEw?q=machine+learning
Guest & Employee Experience Coordinator,AbCellera Biologics,"Vancouver, BC",,"To succeed, we have created innovative solutions at every step - custom antigen preparation and immunizations, microfluidics, high-throughput imaging, genomics,…",6d,SimplyHired,https://www.workopolis.com/job/4h6icol9QivflWY6GMcUUSTeJmcqAx-EZ54GnighHXtrWaFntBuztA?q=machine+learning
Student Fish Processing Team Members,Cooke Aquaculture Inc.,"St. George, NB",,"Primary duties will include setting up and operating machines to clean, cut, process and package fish products according to SOP;",,SimplyHired,https://www.workopolis.com/job/xjl2TU3pv8ChFpv7KUBLy27VUtv60LlWYh1EDkCiAk11Izs6raGFRw?q=machine+learning
Brain Imaging Data Engineer NEW,Centre for Addiction and Mental Health,"Toronto, ON",,"Teams will employ state-of-the-art techniques including topological data analysis, machine learning and multiscale computational modeling to accelerate…",1d,SimplyHired,https://www.workopolis.com/job/KO6klsuv7r47HK1BQHwgEDXxFfH0Uj8hxVMnnSfMcwL-C32Cd6Qxvw?q=machine+learning
Data Analytics Manager,Pure Sunfarms Corporation,"Delta, BC",,"Machine learning and AI methodologies and concepts. Driven by a love of plants, Pure Sunfarms is one of Canada’s largest, single-site, licensed.",,SimplyHired,https://www.workopolis.com/job/4ZXSuzgItfTtB84LtlQy7Q18Y2bNeGZf7-qCR9mDoI_jBEeLumshGA?q=machine+learning
"Post-Doctoral Research Fellow, Inclusive Design Research Centre",OCAD University,"Toronto, ON",,"At the same time, the project will tackle bias and exclusion of persons with disabilities in data systems and ensure that these systems (including artificial…",,SimplyHired,https://www.workopolis.com/job/wq9IB4fOj93Rd6aGQ-fXdOS71FPBIfwaHgpMnWaZ-4vg2IElgOskVg?q=machine+learning
Senior Data Scientist,SOTI Inc.,"Mississauga, ON",,5 + years of experience in building machine learning models. Lead end-to-end design and implementation of machine learning and data analytics solutions.,,SimplyHired,https://www.workopolis.com/job/gXf94l2cUmknaPcmtEIflDdoJpc1_KEjdRFMAdJcbPg70rXfgRk1SA?q=machine+learning
"Senior Data Scientist (Quebec City), Intact Lab",Intact,"Quebec City, QC",,Expert-level understanding of the underlying theory of machine learning. Develop innovative solutions for trend recognition using machine learning and advanced…,,SimplyHired,https://www.workopolis.com/job/UZsbwDOkAXKpACMGaXGrQHoum8lQfof5a84JUmkPLrSUZAcJWyfGXA?q=machine+learning
Labourer,U-Haul,"Saskatoon, SK",,"In this role you will use your General Construction skills to accomplish complex projects, sharing and learning valuable skills as you go.",1d,SimplyHired,https://www.workopolis.com/job/fu6WlqGdZTLHXjtRicaXP7VUxmQcUNvSMxj38Xr5WCS_geBpe6nHQA?q=machine+learning
Palletizer,Amcor,"Brampton, ON",,Must be able to comfortably perform job duties keeping up with machine output rate. Performs a variety of duties necessary to prepare containers for warehousing…,,SimplyHired,https://www.workopolis.com/job/cPkkreLu4jwF5jcPyAJOAdIYV_eszylHQ0cM_dN0Fe6jc7p9PAIVHw?q=machine+learning
Administrative Assisstant,The Fourth Generation & Immigration Ltd.,"North Vancouver, BC",,"And related material from machine dictation and handwritten copy. Reading text, Numeracy, Writing, Oral communication, Working with others, Problem solving,…",,SimplyHired,https://www.workopolis.com/job/kIk5q64U4Iwm5WZuW_4pCC7BmPnGLE9qcHviopk8D-BgEg8aOkqiKQ?q=machine+learning
Support Partner - Ambulatory Clinics PMH,University Health Network,"Toronto, ON",,"""Transforming lives and communities through excellence in care, discovery and learning"". Its 800,000 square feet house 130 inpatient beds, 373,000 square feet…",,SimplyHired,https://www.workopolis.com/job/4INqvxxgnYg6-wfW1WIIyJh_8FZ-NoQ-ikgF11Ei5-H8D_3bzuiKNQ?q=machine+learning
"Specialist System Design, Data Scientist Machine Learning and Visual Analytics",Canadian National Railway,"Montréal, QC",,"2+ years of experience in data modelling and Python libraries for data science, application development or application support in machine learning, visual…",,SimplyHired,https://www.workopolis.com/job/hx8olxKJfolhfbKTqsugIrSACHQA04sgvkkyzoS1bhNykj8CTNsEvg?q=machine+learning
Sr. Data Scientist,"AMZN CAN Fulfillment Svcs, ULC","Vancouver, BC",,"EconTech uses Machine Learning, Reinforcement Learning, Causal Inference, and Econometrics/Economics to derive actionable insights about the complex economy of…",Today,SimplyHired,https://www.workopolis.com/job/nPkD94nEYhKJMukoivPHpaUUdd8rkMKeOH5LUKIpmQd2ZthK_2TWZw?q=machine+learning
"Software Engineer, Full Stack (Grammarly Business)","Grammarly, Inc.","Vancouver, BC",,"When you build a product that can respond instantly while running machine learning models and continuously communicating with servers in one-tenth of a second,…",,SimplyHired,https://www.workopolis.com/job/dGpXpgv4sI388cwP4lP2Mtv2HtE3i4_IVV6QVe6hcjeINcKO_zIoBg?q=machine+learning
Senior Data Scientist,BMO Financial Group,"Toronto, ON",,"R, Python, SQL) and machine learning /deep learning algorithms/packages (e.g. Develops agreed analytical solution by applying suitable statistical & machine…",,SimplyHired,https://www.workopolis.com/job/djEzzPCe6puIpMeKkeRn7H1_cQHbPx_G0FsCEXPPKS9KpJ-DXCrDzw?q=machine+learning
IIOT Data Architect,Rockwell Automation,"Brampton, ON",,"O Machine Learning libraries and notebooks (SparkML, TensorFlow, Jupyter). Leads design efforts related to data acquisition, wrangling, ingestion, pipelines and…",,SimplyHired,https://www.workopolis.com/job/R0poWHY5XBdvH6_eG5rJaAHHp-z8XhrKtKI0yIBN_Sxdcgkffn4kKQ?q=machine+learning
ML Platform Engineer (Remote),Yelp,Remote,,Gain expertise in cutting-edge machine learning infrastructure. Want to build cutting-edge tooling for machine learning? What We Are Looking For:,,SimplyHired,https://www.workopolis.com/job/pB7jUmB0MtqrFvLZIa5datmWWN89tmxm4a1K0d__TFa5q4P5vSGGhw?q=machine+learning
Sr. Data Scientist,Enverus,"Calgary, AB",,"Expert in Machine Learning, Deep Learning, or Bayesian Statistics. Why YOU want this position. Since our founding as a groundbreaking provider of oil & gas data…",,SimplyHired,https://www.workopolis.com/job/SkYvuOoUkrEM7kF_uDX_pfa2k5olQsd95FcPC-A6GYRAUuKZIETvzQ?q=machine+learning
Senior Data Scientist,Loblaw Digital,"Toronto, ON",,"2 years’ work experience in Machine Learning, Artificial Intelligence, or Data Science. Strong knowledge of at least the statistical foundations of Machine…",,SimplyHired,https://www.workopolis.com/job/pYI_MEteSHlmBHw6csXoSVROETvvEZZqBzVDKQcNlWZPjSUdG8RCIw?q=machine+learning
Front End Engineer,DATACLOUD,"Vancouver, BC",,"Our mission is to push the envelope in Artificial Intelligence (AI), Geophysical IoT sensors, Machine Learning (ML), Data Management, Automatic Blast Loading,…",,SimplyHired,https://www.workopolis.com/job/snd2uD5MQdhz_fOWcl6ffElvNKe-tPN3--apP5OA3LABwssrz6uYaQ?q=machine+learning
Procedural Engineer,Parallel Domain,"Vancouver, BC",,"Experience working with synthetic data for machine learning purposes. At Parallel Domain, we believe that autonomous systems – from self-driving cars to…",,SimplyHired,https://www.workopolis.com/job/EudqREAOrCo-vL7Y85CteXd61yN2rESLuxrR8tOipOvAWUWYI2SaTA?q=machine+learning
Unity Developer,VR Vision,"Toronto, ON",,"Outside of a foundation in computer science or software engineering, what we’re looking for most is someone who loves exploring, learning and creating.",,SimplyHired,https://www.workopolis.com/job/chub5nb9cl_a5j0EKdqG5kcyKo-1bZywLhY5Pf7bGs42WA0-yGTmPA?q=machine+learning
Farm Manager,N & B FARM,"Abbotsford, BC",,"Problem-solving skills, decision making, critical thinking, continuous learning. V Inspect machines and equipment at regular interval to ensure proper…",,SimplyHired,https://www.workopolis.com/job/DuJPJr6wCubGxfZd8mKwgYBCsi7Oju7ynHvOLXiktQPwteFR4cKSCA?q=machine+learning
Senior Data Scientist,Sun Life Financial,"Toronto, ON",,Apply machine learning and deep learning techniques to extract insights from available data. Extract actionable insights from unstructured datasets using…,10d,SimplyHired,https://www.workopolis.com/job/VgOwMeer8LgB-WivHf7GM0jwnmMS_hqubX7ZvD2GAcBTIN9vsd2n0w?q=machine+learning
Medicine - Tenure-track position - Bioinformatics / Artificial intelligence,University of Ottawa,"Ottawa, ON",,The new faculty member will have a background that will allow them to successfully develop a dynamic and collaborative research program that includes a focus on…,8d,SimplyHired,https://www.workopolis.com/job/yYLjLG4L-FeLNjeeoRHCpNCg1oFeUN8w9obkQmenFBAR09VWZne5bw?q=machine+learning
Data Engineer,Capgemini,"Brampton, ON",,The software platform leverages Machine Learning and Artificial Intelligence to make sure the right people end up in the right job.,,SimplyHired,https://www.workopolis.com/job/bfranieoq-IPxJKDlAX9SoqpW20AymXFDgv_Y6bFmMc93HG-0wqWiw?q=machine+learning
Postdoctoral Fellow,University of Alberta,"Edmonton, AB",,"Candidates must have demonstrated expertise in learning theoretic approaches to reinforcement learning or closely related learning problems, through…",,SimplyHired,https://www.workopolis.com/job/dSvSDcrcnlzGgKZIeo3z7beihOqNf-BOBp0--UF-0-dhSQlcbjQhVQ?q=machine+learning
Food Service Attendant,Bruyère Continuing Care,"Ottawa, ON",,"He/She is committed to patient and resident safety, on-going learning and continuous quality improvement. The Food Service Attendant accomplishes the general…",,SimplyHired,https://www.workopolis.com/job/Vg0XfjVBsKy-PPmdl5QfxCfcurDFl2mg8LnK8VbRQQ5jmf9dqpafWA?q=machine+learning
Research Scientist,Thomson Reuters,"Toronto, ON",,"Have a good understanding of machine learning, in particular, deep learning (e.g., TensorFlow). You will create large scale ML processing pipelines for training…",,SimplyHired,https://www.workopolis.com/job/zQYxSP0WAKLsg-Qr3sKB3_C4-dSmvozHZcFMgszcB9qsaGK1t9y5Gw?q=machine+learning
"Data Engineer & Scientist, Digital Services",Stantec,Canada,,"Prefer additional education in a quantitative field (Computer Science, Machine Learning, Operational Research, Statistics, Mathematics, etc.).",7d,SimplyHired,https://www.workopolis.com/job/NT_yoiRZW8XF_8fFcTgKRj_nOp27bk9ea6vLVWOTm926nBg__QnQoQ?q=machine+learning
Postdoctoral Fellowship - Trenchless Technologies,University of Alberta,"Edmonton, AB",,Knowledge of machine learning and/or data mining. Experience with machine learning and/or data mining in the field of Civil Engineering.,7d,SimplyHired,https://www.workopolis.com/job/Kx8lziRsRL7lKy46m1P5pZbvEEg0HfzFyMF15jNVIlz1b0_xxB3vjw?q=machine+learning
Software Developer 1,Fortinet,"Burnaby, BC",,This Software Developer is responsible for working on a variety of security intelligence platforms to identify advanced persistent threats (APTs).,,SimplyHired,https://www.workopolis.com/job/I6e7-x_fyErKlp3x5KExSPXADvxAVkHFGR7MXib-XpPHpmT7DXSydA?q=machine+learning
Data Application Developer,Rogers Communications,"Brampton, ON",,"Develop and support scalable and highly available data applications enabling analytical, machine learning and other business functions. What you will be doing:",,SimplyHired,https://www.workopolis.com/job/G1OwoFF_KTFpxJPBW26dFRWgvVMYoqB3rGbZE6HMOdSFjMklfwVvpg?q=machine+learning
Test Engineer,Next Level Games,"Vancouver, BC",,"Experience or training in machine learning. As a AAA Nintendo Developer, Next Level Games is best known for its work on Luigi’s Mansion:",,SimplyHired,https://www.workopolis.com/job/NWBwljBxSVKQAGk1zHJHr5cRLI_v-tfGCqlD2m7kr8VObD89MsZOQg?q=machine+learning
Front-End Web Developer,StackAdapt,"Toronto, ON",,This state-of-the-art platform is where some of the most progressive work in machine learning meets cutting-edge user experience.,1d,SimplyHired,https://www.workopolis.com/job/_044zv8pHNz2L76x36ci0qKuSJYpe9A3DU7x4XWQRlpYQlMWr67H8A?q=machine+learning
Customer Engineer,Microsoft,"Vancouver, BC",,Continuous learning Mindset – We are seeking people that think differently and are biased toward action to accomplish great things.,,SimplyHired,https://www.workopolis.com/job/mt_eG6E-dLzy3YPO1Iw1AElrNP_TkBrNNyoFvT5gT9dtlKLTcDYBMQ?q=machine+learning
Full Stack Developer (Remote),trajectorE management,"St. John's, NL",,"With the help of machine learning and artificial intelligence, totaliQ provides organizations with useful insights to plan future projects, which improve…",,SimplyHired,https://www.workopolis.com/job/NFaCReZ4UJ3OJzpwPsdoVZSyyiVwAkVxgf17ARedPgtE-7h1uJ2W2A?q=machine+learning
Saw Operator,Hydro,"Mississauga, ON",,Basic knowledge of machine safety practices. 1-2 years of Machine Operator experience. Able to assist machine and saw operators. Able to work different shifts.,11d,SimplyHired,https://www.workopolis.com/job/zO47eCn1R5F4gDi9mLUYW_TxCicCVNXOOvdTXjHj-YNSDkmQ80mVYA?q=machine+learning
Tier 2 Canada Research Chair - PMRI (2 positions),University Health Network,"Toronto, ON",,"As part of the Vector Institute, the candidate will have the freedom to pursue independent machine learning-based research initiatives.",8d,SimplyHired,https://www.workopolis.com/job/BY3fg92LI0YbENhK8hUnMJAxosi6l5iJtle8WQW6vw40sd5mGb7T3g?q=machine+learning
Software Development QA,Fortinet,"Burnaby, BC",,"Strong systems experience on Linux, bare-metal and virtual machines. This is a great opportunity to gain experience in the computer network security industry…",,SimplyHired,https://www.workopolis.com/job/BztwzPv-eYoR0ur3tfAh6NrUC-_ke9Pd-6_aT0gOL2dzjEZBmKZ7MQ?q=machine+learning
GPU/CUDA Developer,Bluewrist,"Markham, ON",,"Interest in learning and result oriented. Design, deploy and maintain standalone industrial machine vision and point-cloud processing applications.",,SimplyHired,https://www.workopolis.com/job/S3WaRUJhDI7t-bNU_3A6cFOmfMX0XNp-ovuZ9Yq5IZMfNS6znH7e5A?q=machine+learning
Payroll Specialist (Remote),CrowdStrike,Alberta,,"Our groundbreaking technology, services delivery, and intelligence gathering together with our innovations in machine learning and behavioral-based detection,…",Today,SimplyHired,https://www.workopolis.com/job/m3M7x_b64H4lg2aU9gq-vOT_1YicMDU1A7KndWJT-cEYWvMOaDJ2MA?q=machine+learning
Front End Developer,Bear Health Technologies,"Toronto, ON",,Integrate with machine learning output to provide both internal and external facing tools. Work closely alongside other developers using the Agile software…,,SimplyHired,https://www.workopolis.com/job/G8EP_304DbQ6FFa5wYRvpVcAllDhwpYEDgMM0uCOU_ykvvqbnhoKSA?q=machine+learning
Full Stack Developer,Cerebri AI,"Toronto, ON",,Machine learning and/or ETL experience with Apache Spark. Understanding of basic machine learning model configurations (e.g.,,SimplyHired,https://www.workopolis.com/job/FhS_JaHio7U3uaLcOrVM10azoIGD9E3fp4O13FLe3IBr2s-c2qJ-4A?q=machine+learning
"Research Engineer, Vision",Facebook,"Montréal, QC",,Experience developing machine learning algorithms or machine learning infrastructure in Python or C/C++. Adapt machine learning and neural network algorithms…,,SimplyHired,https://www.workopolis.com/job/MC0-L5dAKrChuv5EOquPKWIRVAf9bvdlp-qvRZMvI2EgbReO1rmYUw?q=machine+learning
"Software Engineer, Shopping Content Mining",Pinterest,"Toronto, ON",,"Familiarity with information extraction techniques for web-pages and free-texts, Experience working with shopping data is a plus, Experience building internal…",,SimplyHired,https://www.workopolis.com/job/tmhA_aqUV1aiXH8kHep5iL-9qAS_vr1D6CfJHejZlepvdpTGBZbrrw?q=machine+learning
Genomics Data Science Lead,DNAstack,"Toronto, ON",,Strong background with statistical inference and machine learning. You can expect to tackle a variety of tough problems and projects can range from implementing…,,SimplyHired,https://www.workopolis.com/job/bBC4tTZ0bypi3zZpHtd9D9jwkLaReCAV355PhPPZE3vExzJpcUzJ4A?q=machine+learning
"Spécialiste, System Design, Data Scientist Machine Learning and Visual Analytics",Canadian National Railway,"Montréal, QC",,"Au CN, nous travaillons ensemble pour faire avancer notre entreprise - et l'Amérique du Nord -. Faites partie de notre équipe d'information et de technologie (I…",,SimplyHired,https://www.workopolis.com/job/0YrefkQh5dT2VxfRzoIDAnDpsL21fdB4BcxG5c48A67SZTnZq1ekNg?q=machine+learning
Junior Medical Documentation Specialist,Bear Health Technologies,"Toronto, ON",,"Directly contribute in our software training and machine learning procedures; If you are detail oriented, efficient, have a high level of understanding when it…",,SimplyHired,https://www.workopolis.com/job/dQhiWiUROYWcHCpivJdmDkGSR2mIPyZX-kKlwbyh33Lex2Gbovp-qw?q=machine+learning
Quality Assurance Software Tester,Bluewrist,"Markham, ON",,"Interest in learning and result oriented. Develops and markets industrial automation solutions and products in the areas of robotics and machine vision,…",9d,SimplyHired,https://www.workopolis.com/job/jzHv2C4pGCVc66a75Hy4XsOFZ2TAtcd_smP6-3l1AdCncc1K9d2a4Q?q=machine+learning
Sr. Data Scientist,Labatt Breweries of Canada,"Toronto, ON",,3-5+ years of real world experience as a data scientist applying statistical/econometric and/or machine learning methods to solve real business problems.,,SimplyHired,https://www.workopolis.com/job/hK_ayvOAkvU6YPgfu1OpM2pqxa4qDOw5CUyExaY0KmTRoxFXexdtFQ?q=machine+learning
Regional ICT Support Assistant,First Nations Education Steering Committee (FNESC),"West Vancouver, BC",,"Equipment, photocopiers, fax machines, fax services, and network servers; First Nations School Association (FNSA), and the Indigenous Adult Higher Learning…",,SimplyHired,https://www.workopolis.com/job/cheo22BLV7wn2dlfkxdkzIirW1E59mBZNrChdHe8aYhOlur0nYAkBg?q=machine+learning
Full Stack Developer,Recollective,"Gatineau, QC",,"In time, we'd like to develop a strong competency in machine learning, emotional measurement, conversational interfaces and more.",,SimplyHired,https://www.workopolis.com/job/Op8t9jmF7-m5FEtn3CXEcV7CGM8_ksovJa1PE3-VWTBG6EGqrc4s1A?q=machine+learning
"Mecanicien d'entretien (3800 Notre-Dame Est)- Montreal, QC",Archer Daniels Midland Company,Quebec Province,,"Recommend equipment changes or upgrades to improve machine reliability and performance. The applicant must have prior experience with cylinder machines, blowers…",,SimplyHired,https://www.workopolis.com/job/OOyyGA1ZCo265MNA3WJ13t0cNM7LrICF5rCWSmX4B9XSXR1cIUI95g?q=machine+learning
Software Developer - Desktop Applications,AbCellera Biologics,"Vancouver, BC",,"Develop visualizations for the results of our machine learning analysis pipelines. You will be joining a multi-disciplinary team of engineers, with expertise in…",,SimplyHired,https://www.workopolis.com/job/yaddAsCBr9wUsbwO5MAKBLcXNuXPb8jH-aB59srCGYmDoY6L9tcBNg?q=machine+learning
Recruitment Coordinator,Revolut,"Toronto, ON",,"You thrive in a collaborative space where everyone’s learning from each other, and learning fast. We want everyone at Revolut to own their story and their…",,SimplyHired,https://www.workopolis.com/job/Rn9LyC4U44J1W9zxTTUbI5zaiXuq7KPT9LQiqZnfigOePU7bVmVhcw?q=machine+learning
BAND 2 - Methods Specialist,BC Public Service,"Victoria, BC",,"Experience in data science, computer programming, or machine learning. This posting is to establish an eligibility list for future temporary and/or permanent…",8d,SimplyHired,https://www.workopolis.com/job/dWCbVeQcg43bpeCjnXxP2C_Z5pe2vBYrOf_Zouc5IqpqsaQYqAg8VA?q=machine+learning
Senior Data Architect- Artificial Intelligence in Medicine for Kids,SickKids,"Toronto, ON",,"Background in machine learning, predictive modeling, and data analysis. SickKids is committed to ongoing learning and development, and features a caring and…",,SimplyHired,https://www.workopolis.com/job/tXkdZxkXTfw_BNNvONWlkvo4w8nqP6IT0GF2TRZ7oJ7qPICOmcr84A?q=machine+learning
Business Intelligence Developer,Centro,Ontario,,Our platform processes over 300 billion events per day and uses AI and machine learning to automate and simplify the entire digital campaign process.,,SimplyHired,https://www.workopolis.com/job/0ns_hGrdYHDD_ZE7mKddfd3F4b16Xr3v7PJbTSfYvsjW15GFxFbjTQ?q=machine+learning
Scientifique des données / Data Scientist,CAE Inc.,"Saint-Laurent, QC",,"Lead multiple service-oriented large-scale machine learning related projects: Knowledge of a variety of machine learning techniques (Random Forests, Support…",,SimplyHired,https://www.workopolis.com/job/Z62lSX_LmcEah1GNBhhC95gCJb0HEG35sFOj2lBQeLGOaTpXUtWsyQ?q=machine+learning
Data Analytics,Vantix Systems Inc,"Edmonton, AB",,Experience with Machine Learning and advanced AI such as NLP and OR tools. Our Client is seeking a Data Analytics Specialist.,,SimplyHired,https://www.workopolis.com/job/fQ34oWQdGHnSFVEq4e3C5zbbVwByfiQ35QypEduDKIwTEHIpCn5_2w?q=machine+learning
Farm Supervisor,N & B FARM,"Abbotsford, BC",,"Problem-solving skills, decision making, critical thinking, continuous learning. V Direct and assist in repair and proper working of machines and equipment used…",,SimplyHired,https://www.workopolis.com/job/h0d6fLJHSO0oyHVNR9YmyOth5Z8t7Xz62fVo4By22v3uGs6J2OkHMg?q=machine+learning
Senior Data Analyst,MasterCard,"Vancouver, BC",,"Experience with machine learning (supervised or unsupervised); We work to connect and power an inclusive, digital economy that benefits everyone, everywhere by…",9d,SimplyHired,https://www.workopolis.com/job/lGiW6t95hXVc-cbLR6GmeROCRfZyli3ihXJ98NmVWZ7CTNtaLe-AHw?q=machine+learning
Security Engineer,Paytm,"Toronto, ON",,"We apply big data, artificial intelligence and machine learning to bring the next generation of financial products and services to the Indian, Japanese and…",,SimplyHired,https://www.workopolis.com/job/2BKZV4AtFJQjxGkk-boiUwH8bbbsIKH2m0uvDFTUdWmUnc0UdZSspg?q=machine+learning
Post-Doctoral (Artificial Intelligence in Finance),Overbond,"Montréal, QC",,"1-5 years of industry experience in data mining, machine learning and statistical modeling. Lead data science initiatives to recommend actionable business…",,SimplyHired,https://www.workopolis.com/job/u5I4_gK1cULl5efBvxCzbBjW-mjw9vmZhByuevrhbvBRFdPHkKVTIA?q=machine+learning
Customer Support Advocate,Traction Guest,"Dublin, ON",,Become a learning machine with the notion of understanding Traction Guest and everything that surrounds it. As a Customer Support Advocate your top priority is…,,SimplyHired,https://www.workopolis.com/job/xK6Sr1EiDIqYqru2wW7r7drfDOrmGPjm0m7n4DbSabVz8aqw89OOGQ?q=machine+learning
Data Engineer,Easton Diamond Sports,"Mississauga, ON",,Experience with Machine Learning languages is a plus. We're interested in learning more about you and appreciate you taking the time to apply online at www…,,SimplyHired,https://www.workopolis.com/job/UESlo9rsCIScO3IhFzVly6jFY5lQVK28XQodaqCbGYVYZahPFgWIkA?q=machine+learning
Sr Applied Scientist,"AMZN CAN Fulfillment Svcs, ULC","Vancouver, BC",,"EconTech uses Machine Learning, Reinforcement Learning, Causal Inference, and Econometrics/Economics to derive actionable insights about the complex economy of…",1d,SimplyHired,https://www.workopolis.com/job/XFwxJceCPb1K72gPnKCdaHwntaNWnyvJ88n1F21TGfg0_Bfu_QmivA?q=machine+learning
Business Development Partner - Boston,AbCellera Biologics,"Vancouver, BC",,"At AbCellera, we’re solving tough problems and creating innovative solutions from the ground up - custom immunizations, microfluidics, high-throughput imaging,…",,SimplyHired,https://www.workopolis.com/job/Q4kBatSCP4tgKvWOh0XRU620EKIxfFyGZBmvx7mneBZJv0gF1FeW4g?q=machine+learning
Engineer I,TD Bank,"Toronto, ON",,"We also collaborated with Google and IBM to build innovative prototypes that used Natural Language Processing, Machine Learning, and Cloud Computing to…",,SimplyHired,https://www.workopolis.com/job/aFHjMTNt2aSMdvieMo7eiJHxIGBvTxipg9hs3STXfkAEtxQSkmuGLg?q=machine+learning
Production Operator,Silfab Solar,"Mississauga, ON",,"Operate automatic and semi-automatic machines to position. Clean and prepare work station and machines. Perform preventive maintenance on soldering machines,…",,SimplyHired,https://www.workopolis.com/job/abd5qBp4s5fSf7J7D9EeoU3iC8xEA9khxhzYo7sE0HMDdWj4DSd45A?q=machine+learning
Process Transformation Partner,Munich RE,"Toronto, ON",,"SaaS, A.I., machine learning, Blockchain, IoT, etc.). Opportunities to effect change on this scale are rare, and we want to hire the best and brightest to bring…",,SimplyHired,https://www.workopolis.com/job/XxGvOCiYTNISvusrwL5ixbo2-pWSWESQW5t2fiQTfQwKt7jGk8GF4g?q=machine+learning
Packaging Operator - Temporary,Labatt Breweries of Canada,"Edmonton, AB",,Open to learning and improving own skills with a can-do attitude. Performing quality control checks and ensuring that product passes by machines in the proper…,,SimplyHired,https://www.workopolis.com/job/DZeUl0TZ8vdmaTldwcfXIRTlZkmf5Z-fayYIWlaB9Qu8lDC6DIyEkQ?q=machine+learning
Software Engineer (CV/AI),Aupera Technologies,"Vancouver, BC",,"Understanding of statistical modelling, and machine learning. Computer science/engineering major with knowledge and 2+ years experience in computer vision and…",,SimplyHired,https://www.workopolis.com/job/V2gAVwmerRLZL6PJIcHZU2YNy06QdA0SbX0smY-yhfhPgjFjBXbzYA?q=machine+learning
Machine Learning Engineer – Indexing,Katalyst Data Management,Canada,,"Machine Learning Engineer - Indexing with great complex problem-solving skills, who is comfortable working. Join the dynamic and collaborative team at Katalyst…",,SimplyHired,https://www.workopolis.com/job/9C3gqtpbEhbGbEFxfbwfdhARACHpC4xaHdoxQP79zM1Dp4tMs3G0og?q=machine+learning
