job_title,company_name,job_location,job_salary,job_description,job_posted,posted_website,job_link
Conversational AI Optimization Specialist,Wysdom.AI,"Richmond Hill, ON",,"This involves analyzing user  to discover useful patterns, ensuring all pathways in the conversations perform as expected, triaging issues and fixing them.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=e9dc15d44f188b58&fccid=c2dddba55fb89220&vjs=3
"Director, Marketing Analytics TORONTO, ONREVENUE & GROWTH",Tonal,"Toronto, ON",,"You have a strong understanding on how the  should be captured, stored and structured in  warehousing environment.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=9481da4eac204c18&fccid=0376130dee20ed0f&vjs=3
"Analytics Developer, Data Strategy & Operations",ENERCARE,"Markham, ON",,"Create and maintain interactive  visualization through  interpretation and analyses, integrating various reporting components from multiple  sources…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=ac1d9152d417c312&fccid=f393085c1182b994&vjs=3
Machine Learning Team Lead,Jumio Corporation,"Montréal, QC",,"Balance building technically advanced solutions and swiftly shipping.,Foster a mindset of well crafted code and architecture.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=2bb9e881ed0dd5c8&fccid=4010626516c5a842&vjs=3
Lead Statistician - Modeling & Simulation,Evidera,"Montréal, QC",,"The Lead Statistician will support studies in Health Economics, including analytic support for economic models, meta-analysis, network meta-analysis or mixed…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=996222b2dc1ba120&fccid=13bdc6eb14329ae4&vjs=3
Analytics Engineering Senior Specialist,Interac,"Toronto, ON",,You have 3+ years working in software development or in  science/data engineering teams that involved deliverables to external parties.,30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=2cdf6cfca5334d8c&fccid=d5ea893eb3db8494&vjs=3
Senior AI Research Engineer,LG Electronics,"Toronto, ON",,"Experience with distributed computing and streaming  processing is a big bonus.,The successful candidate will have a leadership role on the team, and be…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=180cb5032d72ea70&fccid=3baffba98df23da3&vjs=3
Senior Epidemiologist/Bio-statistician,Personnel Force,"Ottawa, ON",,"Our Crown Corporation client requires a senior epidemiologist/ bio-statistician.,Experience conducting health technology assessments for pharmaceuticals…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=6200ced1318095ad&fccid=effdd744b16b1d36&vjs=3
AI/ML Technical Founder,FutureSight,Remote,,FutureSight is seeking an experienced and visionary technical entrepreneur who is driven to apply their strong foundations in machine learning to disrupt…,30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=95197ae3b82b4172&fccid=374f5560f62011f8&vjs=3
professeure ou professeur en statistique,Mila,"Montréal, QC",,"Bien que tous les domaines de spécialisation en statistique ou en probabilités appliquées soient recevables, un programme de recherche liant la statistique à l…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=2dd3fb75a06f799e&fccid=38e321ba89eb1624&vjs=3
"Senior Consultant, Data Governance (Collibra), Omnia AI Vancouver",Deloitte,"Vancouver, BC",,"As a  Governance (Collibra) Senior Consultant, you will play an active role throughout the entire engagement cycle, specializing in the management and…",25 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=602f590397a4de58&fccid=9e215d88a6b33622&vjs=3
Développeur intelligence artificielle et apprentissage automatique (AI/ML),CRIM,"Montréal, QC",,"Intérêt marqué pour la  des données, l’apprentissage automatique (Machine Learning) et l’intelligence artificielle.",1 day ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=31875847af5b9f38&fccid=bde56bb3dc559f75&vjs=3
AI Application Specialist,Wysdom.AI,"Richmond Hill, ON",,"This involves analyzing user  to discover useful patterns, ensuring all pathways in the conversations perform as expected, triaging issues and fixing them.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=6ca02e39de446e48&fccid=c2dddba55fb89220&vjs=3
Senior AI Python Developer,Stradigi AI,"Montréal, QC",,"Leverage ETL and Big  tools to develop an efficient and accurate  workflow;,Work hand-to-hand with AI Research Scientists and Software Architects to…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=5d8d7116f72f08eb&fccid=44d22360b9426d3e&vjs=3
Software Engineer – AI/ Machine Learning,Boast Capital,"Vancouver, BC",,"Our offices are in San Francisco, Toronto, Vancouver, and Calgary.,Fullstack development of AI features and applications in various areas of the Boast.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=e2a618a28b475d86&fccid=2aeca20b468ba6df&vjs=3
"IT/AI Project Manager Data Lab, Intact Lab",Intact,"Montréal, QC",,"Please note that for positions with access to financial  or funds, your credit must be in good standing.,Manage projects of various kinds and sizes, mainly…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=e81c636e27dba3c5&fccid=be7195d2ebb48351&vjs=3
"Research Scientist, AI",Facebook,"Montréal, QC",,"Ph.D. and publications in machine learning, AI, computer , statistics, applied mathematics,  , or related technical fields.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=fbeefbda56054ce4&fccid=1639254ea84748b5&vjs=3
Senior Data Scientist (Technology Group),Ubisoft,"Montréal, QC",,"And, as a subject matter expert, you’ll mentor  developers and junior  scientist to improve their expertise.,Mastery of Python (C++ & C# are assets).",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=ff2e54280d5514b1&fccid=237908de095b6446&vjs=3
"Senior Machine Learning Scientist, Natural Language Processing",SoundHound Inc.,"Toronto, ON",,"You would work on delivering Machine Learning / Natural Language Processing models with State-Of-The-Art accuracy.,You are adept at machine learning algorithms.",10 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=d392e73511a38e6e&fccid=80413c126d4e4312&vjs=3
"Manager, Integrated Planning & Analytics","EUI, Electricity Operations, Transmission","Edmonton, AB",,"Post-secondary (degree or diploma) education in engineering, business,  analytics,   or related discipline from a recognized institution.",9 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=12fbf2e86c5d13ec&fccid=42d93c2661e4a810&vjs=3
SR. SOFTWARE DEVELOPMENT ENGINEER: MACHINE LEARNING,The Globe and Mail,"Toronto, ON",,"Prior experience working with customer focused  preferred.,2~4 years of experience in software development or  engineering.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=184455d52092aea8&fccid=2c209e080b2e73f5&vjs=3
Principal Statistician - Rare Diseaes / R / Simulation (Remote Canada or US),"Cytel, Inc (USA)","Halifax, NS",,"Lead evaluation and implementation of alternative analysis methodology and  presentation techniques.,Improving and using standards to maximize global data…",29 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=f12bbf1ed2310f67&fccid=0ca0607c69909b05&vjs=3
Postdoctoral Researcher (Computational Biology and Machine Learning),McGill University,"Montréal, QC","$40,000 a year","Develop and implement novel machine learning algorithms for omics  analysis with applications in pharmacogenomics, regulatory genomics, network biology, etc…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=c093e82aa5616fb1&fccid=367ae0b0728910f4&vjs=3
Technical Architect - AI - Toronto Hub,Veeva Systems,"Toronto, ON",,"Degree in computer  or engineering.,Experience with API and  exchange schemas.,If you have a passion for creating world-class products and enjoy…",27 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=766a5573cf5dc62d&fccid=353eb997fc901045&vjs=3
"AI/ML - iOS Engineer, Engineering Efficiency",Apple,"Ottawa, ON",,"Experience in developing full stack web applications (Flask, Angular, Bootstrap, Node.js, Hibernate, Spring).,Experience in using and building REST APIs.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=494bb3233b3791ce&fccid=c1099851e9794854&vjs=3
"Postdoctoral Scholar, Machine Learning and the Microbiome, Cumming School of Medicine",The University of Calgary,"Calgary, AB","$50,000 a year","PhD in  , informatics, computer , statistics, engineering, or a related discipline.,Data : Advanced knowledge of machine learning,…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=cc5e5f9733cbb7bc&fccid=73ba4947c3957345&vjs=3
Computer Vision Scientist,Semios,"Vancouver, BC",,"Ability to translate product management, engineering, and business constraints into   questions.,Strong ML programming skills necessary to identify…",9 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=7f3b86abab8fe716&fccid=d84702342d4b0d8f&vjs=3
Research Engineer (Machine Learning and Computer Vision),Roboeye,"Toronto, ON",,"Good understanding of computer  fundamentals (Data Structure / Algorithm).,Implement state-of-the-art machine learning and deep learning algorithms for…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=39dadf24e4efb889&fccid=5c8f747995e8b7e2&vjs=3
Lead Machine Learning Engineer,Patriot One Technologies,"Vancouver, BC",,"Degree in computer , machine learning, engineering, mathematics or equivalent highly technical field.,Research and implement state of the art algorithms…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=9c5baeaca74cec3f&fccid=8377f6e456c2ebfb&vjs=3
"Manager, AI Strategy, Omnia AI - Vancouver",Deloitte,"Vancouver, BC",,"5+ years of consulting experience in a Strategic role with Tier 1 Professional Services, Consulting or Advisory Firms and/or other reputable Fortune 500…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=aa8c0dc1aa426562&fccid=9e215d88a6b33622&vjs=3
Learn more about our Digital Analytics team!,Scotiabank,"Toronto, ON",,"Data Engineer: You will be Integral to maintaining operational stability, and formulating techniques for quality  collection to ensure adequacy, accuracy,…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=548009948c16f464&fccid=3002307a9e5b4706&vjs=3
Machine Learning Engineer,BenchSci,"Toronto, ON",,"Experience with distributed  processing frameworks such as Apache Spark or Apache Beam.,You will work on challenging machine learning problems across both…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=61aad135d5ba6476&fccid=cb94cfaf4856cc5b&vjs=3
Scientifique des données / Data Scientist,CAE Inc.,"Saint-Laurent, QC",,"Assess the effectiveness and accuracy of new  sources and  gathering techniques.,Experience working with and creating  architectures.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=7ad0e04b10b12f66&fccid=b839f9af280b111f&vjs=3
Senior Machine Learning Developer / Développeur apprentissage machine senior,Unity Technologies,"Montréal, QC",,"You understand what it takes to build machine learning products from an engineering, business and   perspective and can spot areas of improvements in…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=6ce37c810e400785&fccid=880e4714f2ad94a8&vjs=3
Business Intelligence Analyst/Developer,Kinark Child & Family Services,"Markham, ON",,"Integrate  from various sources into usable  sets for research and analytics.,Provide technical expertise on  architecture, quality and…",9 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=402aacd4c8fac607&fccid=e806c51f7cd824c4&vjs=3
Senior Data Analyst,Bonsai,"Toronto, ON",,"Provide  solutions, tools, and capabilities to enable self-service frameworks for  consumers.,Present analyzed  in a way that is actionable and…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=1659dd3d2aa3c76f&fccid=d972edaae529d1f8&vjs=3
Architecte de solutions AI,Société Conseil Groupe LGS,"Montréal, QC","$65,422 - $121,345 a year","Connaissance approfondie de SQL, des pipelines de données «Big data», des architectures et des ensembles de données.,Type d'emploi : Temps Plein, Permanent.",9 days ago,Indeed.ca,https://ca.indeed.com/company/Soci%C3%A9t%C3%A9-Conseil-Groupe-LGS/jobs/Architecte-De-Solution-Ai-05ffc66cfc7ef5f7?fccid=f4a53311b983fc2f&vjs=3
"Manager, Integrated Planning & Analytics",EPCOR,"Edmonton, AB",,"Post-secondary (degree or diploma) education in engineering, business,  analytics,   or related discipline from a recognized institution.",9 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=023323396394962a&fccid=d3207f0d3ba5baa7&vjs=3
Postdoctoral Fellow in Machine Learning (Research Institute),Centre universitaire de santé McGill,"Montréal, QC","$45,000 a year","Machine learning methods will be used to revolutionize how physicians and researchers characterize atherosclerotic plaques to improve the prediction, treatment…",10 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=055c41c3ae4c5122&fccid=2117962e390b8370&vjs=3
Senior Computer Vision Developer ID365,AU-ZONE TECHNOLOGIES INC.,"Calgary, AB",,"Au-Zone is a leading supplier of embedded machine learning tools and IP for tier one semiconductor vendors and OEM customers.,Yes, temporarily due to COVID-19.",30+ days ago,Indeed.ca,https://ca.indeed.com/company/Au--Zone-Technologies/jobs/Senior-Computer-Vision-Developer-ed1fc2947b691f86?fccid=d6a8b5028ae46030&vjs=3
Production de donnée & diffusion et Opérations - Statistique sociale et économique (EC),Statistique Canada,"Edmonton, AB",,"Nous sommes aussi engagés à instaurer un milieu de travail inclusif et exempt d’obstacles, dès le processus de sélection.,Microsoft Office dont MS Project.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=4865572dfd8256ef&fccid=015fab4acc81b466&vjs=3
Principal Software Developer - AI/ML Infrastructure,Behavox,"Montréal, QC",,"Solid Computer  fundamentals -  structures, architecture, concurrency and various design patterns.,Build a high availability python API that will sit…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=9c68be2e4ba9fac6&fccid=131bed7b726f4d12&vjs=3
PROGRAMMEUR(EUSE) UNITY AI/PROGRAMMEUR UNITY AI,Frima Studio,"Quebec City, QC",,"Relevant du directeur technique, le titulaire du poste a comme principale responsabilité de programmer et de développer des systèmes robustes se rattachant…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=13575d9de6d126ba&fccid=3f8f35c293df913c&vjs=3
"Business Analyst, Visual Strategy and Analytics – VOSM",The Home Depot,"Toronto, ON",,Strong analytical skills with the ability to extrapolate pertinent information from various sources (reports and spreadsheets) and analyze  for…,12 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=91a9e92ce35e702f&fccid=82e58e9861d48566&vjs=3
"Researcher in Machine Learning, Intern, Unity Labs / Chercheur en apprentissage automatique, stagiaire, Unity Labs",Unity Technologies,"Montréal, QC",,"At the Unity Labs, you will use your machine learning and deep learning skills to contribute to the creation of groundbreaking workflows for content creators.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=b2f97034b42248b5&fccid=880e4714f2ad94a8&vjs=3
Postdoctoral Position in Solid-State Chemistry and Machine Learning for Materials Science,University of Alberta,"Edmonton, AB",,"Collect reliable , develop chemical descriptors, and apply appropriate algorithms to make predictions of new materials with targeted structures and…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=4d844b95e1e3177b&fccid=09ac3ce4d9d271d1&vjs=3
Senior Cybersecurity Technology Architect – Security Analytics Domain,TELUS,"Toronto, ON",,"5+ years in technical roles relating to SIEM/UEBA,  ,  lakes, business intelligence, etc.,Together, we engage stakeholders across the business…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=d914334a9a7c9f97&fccid=4512634d9e7338a8&vjs=3
AI Programmer,Ubisoft,"Toronto, ON",,"When you get in in the morning, you sync up to the latest code and , and check your email;,Type of Position: Permanent, full-time.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=2fa1a909e7cad406&fccid=237908de095b6446&vjs=3
"Senior Analyst, Business Intelligence",Loblaw Companies Limited,"Brampton, ON",,"Work with  management team to source and model  for BI.,Adhere to and further develop  governance standards in creation of  visualizations.",16 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=ac368f909b899ee4&fccid=bc30630cfcc120d4&vjs=3
Product Owner - Artificial Intelligence Digital,Bombardier,"Dorval, QC",,"Utilize  from our customers, end users and internal stakeholders to drive product improvements and innovation around emerging business and market needs …",20 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=4e0066efe51fa580&fccid=b3f8eab3b50969f8&vjs=3
"Chercheuse/Chercheur scientifique, recherche appliquée - Traitement du language naturel (NLP) / Applied Research Scientist - Natural Language Processing (NLP) - Knowledge Scout",Element AI,"Montréal, QC",,"Chef de file mondial de l'intelligence artificielle, Element AI poursuit un objectif commun, celui d'utiliser nos vastes capacités de recherche pour développer…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=5e78555c50e26f41&fccid=98c522aa9024c59e&vjs=3
agileDSS - Cloud Analytics Azure DevOps,Quebec en Mexico,"Quebec City, QC",,"Develop and engineer  with Azure  services.,Experience in Big  or  warehousing solutions architecture - ASSET.,Azure SQL DW 1 à 2 ans.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=ff41f432e48a65f1&fccid=942c4ec626ccb63b&vjs=3
Big Data Engineer - Analytics,Interset,"Ottawa, ON",,Implement model  flows to support running cutting-edge machine learning techniques on massive amounts of data.,30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=918d7b419a722a5f&fccid=22fce7bdbc276ec6&vjs=3
"Scientifique de données principal (Quebec), Intact Lab",Intact,"Quebec City, QC",,"Vos 5 ans d'expérience dans le domaine des statistiques avancées,  mining et text mining.,Développer des solutions novatrices pour la reconnaissance de…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=8b1932cab942dfe2&fccid=be7195d2ebb48351&vjs=3
Principal Software Developer - Machine Learning,Oracle,"Kitchener, ON",,"Computer  or engineering degree (bachelor or above) or equivalent experience.,Architecting, developing, and maintaining the ML implementations and…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=2bca526a5e983656&fccid=cd22d01053af7669&vjs=3
"Conseiller, Analyse actuarielle et Statistiques",Desjardins,"Toronto, ON",,"Vous élaborez des recommandations, des solutions et des plans d’action, selon les orientations et objectifs de l’organisation.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=8fd84d6ce6289a1a&fccid=d1e5df65baa8857f&vjs=3
Associate Professor / Professor - Data Science Computation,University of Toronto,"Toronto, ON",,The Department of Statistical  in the Faculty of Arts and  at the University of Toronto invites applications for a full-time tenure stream…,21 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=d49ab1872c71894c&fccid=986361104086c3ae&vjs=3
Principal/Sr Stat Programmer (Canada/Eastern US (homebased/client dedicated),Syneos Health Clinical,Remote,,"Uses SAS, or other software, to develop custom programming code to generate summary tables,  listings, graphs and derived datasets as specified in the…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=6158205ea6cc0961&fccid=772a1485bbbe4156&vjs=3
Senior Applied Scientist - Personalization,"AMZN CAN Fulfillment Svcs, ULC","Vancouver, BC",,"As a Senior Applied Scientist, you will be responsible for designing, developing, and deploying large-scale  mining solutions and distributed machine…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=bdb9e279d1f93d10&fccid=fe2d21eef233e94a&vjs=3
Senior Data Scientist - AWS Professional Services,"Amazon Web Services Canada, In",Canada,,"10+ years of industry experience in predictive modeling,   and analysis.,Familiarity with using  visualization tools.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=0c4e2d7accdade1e&fccid=fe2d21eef233e94a&vjs=3
"Manager, OMNIA AI Product Manager",Deloitte,"Toronto, ON",,"Learn from deep subject matter experts through mentoring and on the job coaching.,Combining machine - learning capabilities with deep business and industry…",19 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=a8cc4e2097845e4c&fccid=9e215d88a6b33622&vjs=3
Data Scientist,Etraveli Group,"Toronto, ON",,"You will help build  pipelines that can handle streaming and batch  at scale, define KPIs, build tools to automate  collection, create reports and…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=43e066b8ef4e781f&fccid=d76467c879ed211c&vjs=3
agileDSS - Practice Lead : Cloud Analytics / Snowflake,Quebec en Mexico,"Quebec City, QC",,"Develop and engineer  using Azure  services.,Develop the  and solution architecture.,Experience in Big  or  warehousing solutions…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=91643aaecca1d016&fccid=942c4ec626ccb63b&vjs=3
"Machine Learning Intern, Speech Recognition, M.S. / Ph.D., Winter 2020-2021",SoundHound Inc.,"Toronto, ON",,"Participation requires that you are located in Canada for the duration of the internship program.,Apply deep learning techniques and neural networks to improve…",10 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=89d1f5584fe8c35f&fccid=80413c126d4e4312&vjs=3
Machine Learning Engineer - Shopping Content Mining,Hired Recruiters,"Toronto, ON",,"Hands-on experience with big  technologies (e.g., Hadoop/Spark) and scalable realtime systems that process stream data.,3+ years of industry experience.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=4e3a3a9f88267bdd&fccid=547ddf8bc07ce2c9&vjs=3
Machine Learning Engineer,MobSquad,"Vancouver, BC",,"You have strong attention to detail, translating to strength in  quality verification to enable clean  at all times.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=1c8d10cdb6a647f0&fccid=e140fb6d05504c9a&vjs=3
Data Science Architect,Rackspace,"Toronto, ON",,"You will play an active role in delivering modern  solutions for clients including  ingestion/data pipeline design and implementation,  warehouse &…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=0b2f46dd9947f703&fccid=b60c9324aeb7df96&vjs=3
Senior Business Intelligence Analyst,Cymax Stores,"Vancouver, BC",,"Experience with  warehouse concepts and foundations.,Experience with relational and non-relational  sources.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=fc6a2b2c0ab87d57&fccid=1d146178a3bad219&vjs=3
"Scientifique de données principal, Intact Lab",Intact,"Montréal, QC",,"Vos 5 ans d'expérience dans le domaine des statistiques avancées,  mining et text mining.,Développer des solutions novatrices pour la reconnaissance de…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=ed49dd58001143d2&fccid=be7195d2ebb48351&vjs=3
"Senior Outbound Product Manager, Machine Learning",Workday,"Vancouver, BC",,"Analytical - Able to review  and synthesize findings.,Works closely with product management, design, engineering,  , analytics, Applications, and…",8 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=0adc9602e5a06eec&fccid=9ac45d217f8342a1&vjs=3
"Embedded Software Designer – Machine Learning, Computer Vision, ADAS",BTA Design Services,"Ottawa, ON",,"Experience with complex algorithms and  structures.,The Embedded Software Designer will interact with hardware and system groups to work on the latest…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=731c08e29319b14f&fccid=5245b0b89d92f22c&vjs=3
"Gestionnaire, Intelligence Artificielle BST/BTS Québec/Ontario",Bell Technical Solutions/Bell Solutions,"Boucherville, QC",,"Participer au cycle d’intégration continue et de déploiement continu.,Travailler en étroite collaboration avec l’équipe en apportant vision et leadership.",10 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=5fbaafc92f1228f9&fccid=d8cb125d46b78076&vjs=3
"Conseiller/Conseillère, Gouvernance des données, Omnia AI 1 1 1 1",Deloitte,"Toronto, ON",,"Approfondissez vos connaissances grâce au mentorat d’experts et à du coaching au travail.,Recevez du soutien pour améliorer vos compétences techniques, quelles…",25 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=12b51fc6b757702d&fccid=9e215d88a6b33622&vjs=3
Business Intelligence Analyst,Cymax Stores,"Vancouver, BC",,"Passion for  analysis and visualization.,Experience with  warehouse concepts and foundations.,Experience with relational and non-relational  sources…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=c43c63d81c75b795&fccid=1d146178a3bad219&vjs=3
Sr. Cloud Software Developer (AI),J.D. Power,"Calgary, AB",,"The Sr. Cloud Software Developer contributes to all phases of the Software Development Lifecycle through the analysis, design, implementation, verification, and…",17 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=e5eece9d3a08fd3b&fccid=e6d683aa9f2c173a&vjs=3
3D Machine Learning Engineer,Ziva Dynamics,"Vancouver, BC",,Ziva is looking for a talented software engineer to implement and deploy cutting-edge machine learning technologies to create state-of-the-art 3D character…,24 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=b76d8c58094bfd02&fccid=924e03f8f562987a&vjs=3
NLP/ML Developer,Wysdom.AI,"Richmond Hill, ON",,"Contribute to design and implementation of our NLP and Dialogue System.,Enhance and improve our ML models.,Research and POC for state-of-the-art technologies.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=e81fe0e95bdda616&fccid=c2dddba55fb89220&vjs=3
"Senior Software Engineer, AI",Paige,Ontario,,"Experience with design patterns, algorithms and  structures.,Master's degree in computer  or a related field, or equivalent years of experience.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=35f283ad7fb02f8f&fccid=8e499e964d7a61eb&vjs=3
"Senior Consultant, SAS Solutions Implementation, Omnia AI Montreal",Deloitte,"Montréal, QC",,,30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=d5a9724af1254337&fccid=9e215d88a6b33622&vjs=3
"Senior Software Engineer, Machine Learning Algorithms (C++)",SoundHound Inc.,"Toronto, ON",,"You possess a deep knowledge of  structures and algorithms.,You would work on implementing Machine Learning (ML) algorithms, optimize ML training &…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=3fd5db5ee374e30e&fccid=80413c126d4e4312&vjs=3
Full-Stack Developer (AI Language),Motorola Solutions,"Vancouver, BC",,"Our AI team is focused on all aspects of 1) Designing, prototyping and developing solutions (e.g. algorithms and architectures for object detection,…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=8334319b2b171464&fccid=22ec6ef3cc441ac2&vjs=3
Senior Statistical Programmer/Statistical Scientist,IQVIA,"Kirkland, QC",,"Experience in programming in SAS for purposes of  review and statistical analysis.,Provide expert statistical input into and review of statistical…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=1de5e95f3111d448&fccid=6b7a1dfe07e7f037&vjs=3
Sr Digital Analytics Engagement Manager/Architect,IQVIA,"Mississauga, ON",,"Architects Multi Channel solutions including , technology and services.,Partners with Commercial Analytics and Insights to improve data-driven decision…",8 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=00aa335b99f0db8a&fccid=6b7a1dfe07e7f037&vjs=3
Machine Learning Engineer/Data Scientist,Crescendo Technology,"Toronto, ON",,"We are looking for someone with strong background in statistics, modelling and algorithms (machine learning or other) and who has the ability to convey complex…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=aaa0e6ffcde99922&fccid=e31cf01864a962fb&vjs=3
Analyste des données / Data Analyst,CAE Inc.,"Saint-Laurent, QC",,"Experience in  warehouse design and implementation with an emphasis on  preparation.,Develop  management tools to support data-driven decision from…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=7add3b1f2d2c17cd&fccid=b839f9af280b111f&vjs=3
"Senior developer Backend AWS IoT, Machine Learning & AI",Services Conseils IntelliSoft inc.,"Montréal, QC",,"Solid grasp of software development fundamentals (system architecture, algorithms,  structures, OO design, problem solving) and software product life cycle.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=d1440a9212da15d0&fccid=6f3228bb1fd5a299&vjs=3
Machine Learning Engineer,ASSURANCE,"Toronto, ON",,"Bachelors degree in mathematics, statistics,   or related field of study.,Our team uses a variety of  mining and analysis methods, uses a variety…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=8d107799816a0928&fccid=5434780ac3971e0d&vjs=3
"Senior Consultant, Intelligent Automation Developer, Omnia AI Toronto",Deloitte,"Toronto, ON",,"A degree in computer , engineering or a related field.,Learn from deep subject matter experts through mentoring and on the job coaching.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=e0909ae458f1a5b2&fccid=9e215d88a6b33622&vjs=3
